Code Postal,Ville,Pièces,Chambres,Superficie,Prix de vente
75003,PARIS,4,2,90,1200000
75003,PARIS,4,3,"139,73",1850000
75003,PARIS,5,3,140,1908000
75003,PARIS,2,1,39,530000
75003,PARIS,4,3,"90,4",1290000
75003,PARIS,2,1,29,449000
75003,PARIS,3,2,62,892500
75003,PARIS,3,2,170,2290000
75003,PARIS,4,2,140,1840000
75003,PARIS,2,1,64,840000
75003,PARIS,2,1,56,490000
75003,PARIS,1,,19,290000
75003,PARIS,2,1,90,1854000
75003,PARIS,1,,"36,68",487600
75003,PARIS,2,1,51,710000
75003,PARIS,2,1,34,425000
75003,PARIS,2,1,"40,13",540000
75003,PARIS,3,1,100,2080000
75003,PARIS,2,1,29,435000
75003,PARIS,5,3,91,880000
75003,PARIS,4,3,105,1200000
75003,PARIS,3,1,74,950000
75003,PARIS,2,1,"36,47",549000
75003,PARIS,4,3,214,2600000
75003,PARIS,2,1,"33,83",390000
75003,PARIS,3,1,50,656000
75003,PARIS,3,1,64,790000
75003,PARIS,2,1,"63,47",820000
75003,PARIS,3,2,"88,29",1595000
75003,PARIS,1,,34,515000
75003,PARIS,1,,27,420000
75003,PARIS,1,,26,398000
75003,PARIS,3,2,55,660000
75003,PARIS,2,1,"34,19",538000
75003,PARIS,3,2,68,1280000
75003,PARIS,2,1,56,490000
75003,PARIS,1,,19,290000
75003,PARIS,2,1,90,1854000
75003,PARIS,1,,"36,68",487600
75003,PARIS,2,1,51,710000
75003,PARIS,2,1,34,425000
75003,PARIS,2,1,"40,13",540000
75003,PARIS,3,1,100,2080000
75003,PARIS,2,1,29,435000
75003,PARIS,5,3,91,880000
75003,PARIS,4,3,105,1200000
75003,PARIS,3,1,74,950000
75003,PARIS,2,1,"36,47",549000
75003,PARIS,4,3,214,2600000
75003,PARIS,2,1,"33,83",390000
75003,PARIS,3,1,50,656000
75003,PARIS,3,1,64,790000
75003,PARIS,2,1,"63,47",820000
75003,PARIS,3,2,"88,29",1595000
75003,PARIS,1,,34,515000
75003,PARIS,1,,27,420000
75003,PARIS,1,,26,398000
75003,PARIS,3,2,55,660000
75003,PARIS,2,1,"34,19",538000
75003,PARIS,3,2,68,1280000
75003,PARIS,1,,20,350000
75003,PARIS,2,1,"46,44",630000
75003,PARIS,4,3,117,1549000
75003,PARIS,3,2,"51,4",619500
75003,PARIS,2,1,35,510000
75003,PARIS,2,1,30,435000
75003,PARIS,5,2,"86,83",1250000
75003,PARIS,2,1,54,700000
75003,PARIS,2,1,"36,47",549000
75003,PARIS,2,1,"33,74",635000
75003,PARIS,1,,9,120000
75003,PARIS,1,,17,265000
75003,PARIS,1,,"42,95",679000
75003,PARIS,6,3,132,1896000
75003,PARIS,4,2,127,2295000
75003,PARIS,3,2,"86,37",1345000
75003,PARIS,2,1,"49,27",700000
75003,PARIS,4,2,"96,02",1350000
75003,PARIS,2,1,50,747000
75003,PARIS,1,,"25,06",393750
75003,PARIS,1,,30,460000
75003,PARIS,2,1,58,749000
75003,PARIS,1,,"21,38",297000
75003,PARIS,2,1,59,749000
75003,PARIS,2,1,"46,73",595000
75003,PARIS,1,,20,350000
75003,PARIS,2,1,"46,44",630000
75003,PARIS,4,3,117,1549000
75003,PARIS,3,2,"51,4",619500
75003,PARIS,2,1,35,510000
75003,PARIS,2,1,30,435000
75003,PARIS,5,2,"86,83",1250000
75003,PARIS,2,1,54,700000
75003,PARIS,2,1,"36,47",549000
75003,PARIS,2,1,"33,74",635000
75003,PARIS,1,,9,120000
75003,PARIS,1,,17,265000
75003,PARIS,1,,"42,95",679000
75003,PARIS,6,3,132,1896000
75003,PARIS,4,2,127,2295000
75003,PARIS,3,2,"86,37",1345000
75003,PARIS,2,1,"49,27",700000
75003,PARIS,4,2,"96,02",1350000
75003,PARIS,2,1,50,747000
75003,PARIS,1,,"25,06",393750
75003,PARIS,1,,30,460000
75003,PARIS,2,1,58,749000
75003,PARIS,1,,"21,38",297000
75003,PARIS,2,1,59,749000
75003,PARIS,2,1,"46,73",595000
75003,PARIS,3,2,60,797000
75003,PARIS,10,6,"213,84",2735000
75003,PARIS,2,1,"46,73",595000
75003,PARIS,2,1,75,910000
75003,PARIS,4,2,102,1400000
75003,PARIS,3,2,"83,56",1280000
75003,PARIS,2,1,"55,34",780000
75003,PARIS,2,1,48,619000
75003,PARIS,2,1,"58,6",850000
75003,PARIS,2,1,47,640500
75003,PARIS,2,1,"42,16",695000
75003,PARIS,2,1,70,910000
75003,PARIS,6,4,209,2500000
75003,PARIS,2,1,38,580000
75003,PARIS,5,3,91,880000
75003,PARIS,5,3,139,2380000
75003,PARIS,2,1,38,660000
75003,PARIS,1,,"13,77",199000
75003,PARIS,4,2,"108,75",2200000
75003,PARIS,2,1,"84,6",840000
75003,PARIS,2,1,38,510000
75003,PARIS,2,1,38,513000
75003,PARIS,2,1,53,550000
75003,PARIS,2,1,"37,26",441000
75003,PARIS,2,1,56,695000
75003,PARIS,2,1,47,640500
75003,PARIS,3,2,83,1175000
75003,PARIS,5,3,175,1990000
75003,PARIS,3,2,"70,69",1330000
75003,PARIS,5,3,139,2380000
75003,PARIS,2,1,38,660000
75003,PARIS,1,,"13,77",199000
75003,PARIS,1,,21,318600
75003,PARIS,1,,"19,49",305000
75003,PARIS,3,1,"67,9",910000
75003,PARIS,3,2,"70,69",1330000
75003,PARIS,4,2,"91,07",1300000
75003,PARIS,2,1,52,780000
75003,PARIS,1,,9,120000
75003,PARIS,4,3,161,2680000
75003,PARIS,1,,"26,83",357000
75003,PARIS,3,1,91,1650000
75003,PARIS,4,2,"138,62",2300000
75003,PARIS,2,1,"32,5",490000
75003,PARIS,3,2,67,880000
75003,PARIS,3,2,"72,87",998000
75003,PARIS,3,2,73,1095000
75003,PARIS,2,1,"50,2",680000
75003,PARIS,3,1,50,747000
75003,PARIS,1,,"8,7",104500
75003,PARIS,5,3,177,3550000
75003,PARIS,5,3,204,2390000
75003,PARIS,6,4,152,1970000
75003,PARIS,1,,18,299900
75003,PARIS,2,1,84,715000
75003,PARIS,1,,"31,32",440000
75003,PARIS,4,2,"136,48",1840000
75003,PARIS,3,2,"91,19",1150000
75003,PARIS,1,,"24,6",126000
75003,PARIS,3,1,53,699000
75003,PARIS,2,1,"62,02",976500
75003,PARIS,4,3,105,1200000
75003,PARIS,5,3,147,1995000
75003,PARIS,2,1,"38,18",556500
75003,PARIS,4,2,"82,83",1200000
75003,PARIS,3,2,86,1319000
75003,PARIS,3,1,60,850000
75003,PARIS,2,1,33,530000
75003,PARIS,5,3,133,1799000
75003,PARIS,5,3,185,4300000
75003,PARIS,3,2,70,849900
75003,PARIS,2,1,43,599000
75003,PARIS,3,2,"64,39",877000
75003,PARIS,2,1,"57,81",840000
75003,PARIS,2,1,45,850000
75003,PARIS,5,3,177,3550000
75003,PARIS,5,3,204,2390000
75003,PARIS,6,4,152,1970000
75003,PARIS,1,,18,299900
75003,PARIS,2,1,84,715000
75003,PARIS,1,,"31,32",440000
75003,PARIS,4,2,"136,48",1840000
75003,PARIS,3,2,"91,19",1150000
75003,PARIS,1,,"24,6",126000
75003,PARIS,3,1,53,699000
75003,PARIS,2,1,"62,02",976500
75003,PARIS,4,3,105,1200000
75003,PARIS,5,3,147,1995000
75003,PARIS,2,1,"38,18",556500
75003,PARIS,4,2,"82,83",1200000
75003,PARIS,3,2,86,1319000
75003,PARIS,3,1,60,850000
75003,PARIS,2,1,33,530000
75003,PARIS,5,3,133,1799000
75003,PARIS,5,3,185,4300000
75003,PARIS,3,2,70,849900
75003,PARIS,2,1,43,599000
75003,PARIS,3,2,"64,39",877000
75003,PARIS,2,1,"57,81",840000
75003,PARIS,2,1,45,850000
75003,PARIS,2,1,40,685000
75003,PARIS,3,2,83,1123000
75003,PARIS,3,1,"40,78",590000
75003,PARIS,1,,"16,5",222600
75003,PARIS,1,,9,115000
75003,PARIS,2,1,33,460000
75003,PARIS,2,1,47,680000
75003,PARIS,2,1,"39,03",595000
75003,PARIS,3,2,86,1319000
75003,PARIS,3,1,60,850000
75003,PARIS,2,1,33,530000
75003,PARIS,5,3,133,1799000
75003,PARIS,3,2,70,849900
75003,PARIS,2,1,"34,9",510000
75003,PARIS,2,1,54,690000
75003,PARIS,3,2,"64,39",877000
75003,PARIS,2,1,"57,81",840000
75003,PARIS,2,1,45,850000
75003,PARIS,6,4,132,1896000
75003,PARIS,3,2,68,895000
75003,PARIS,3,2,"64,44",815000
75003,PARIS,1,,"17,45",291200
75003,PARIS,4,2,88,1100000
75003,PARIS,2,1,46,630000
75003,PARIS,6,5,199,2885000
75003,PARIS,2,1,35,510000
75003,PARIS,2,1,"37,91",525000
75003,PARIS,3,2,79,1350000
75003,PARIS,4,3,114,1520000
75003,PARIS,4,2,"101,86",1280000
75003,PARIS,4,3,"108,75",2200000
75003,PARIS,2,1,"41,82",599000
75003,PARIS,3,2,"73,15",1095000
75003,PARIS,2,1,52,690000
75003,PARIS,2,1,"33,69",538000
75003,PARIS,3,2,"86,37",1345000
75003,PARIS,1,,35,475000
75003,PARIS,2,1,23,480000
75003,PARIS,1,,,275000
75003,PARIS,4,,2,2295000
75003,PARIS,1,,1,265000
75003,PARIS,5,4,82,899000
75003,PARIS,2,,43,550000
75003,PARIS,4,3,76,1082000
75003,PARIS,6,4,113,1495000
75003,PARIS,2,,46,562000
75003,PARIS,3,1,68,781500
75003,PARIS,3,,125,2600000
75003,PARIS,1,,"32,5",445000
75003,PARIS,2,1,46,695000
75003,PARIS,2,1,35,510000
75003,PARIS,2,1,"37,91",525000
75003,PARIS,3,2,79,1350000
75003,PARIS,4,3,114,1520000
75003,PARIS,4,2,"101,86",1280000
75003,PARIS,4,3,"108,75",2200000
75003,PARIS,2,1,"41,82",599000
75003,PARIS,3,2,"73,15",1095000
75003,PARIS,2,1,52,690000
75003,PARIS,2,1,"33,69",538000
75003,PARIS,3,2,"86,37",1345000
75003,PARIS,1,,35,475000
75003,PARIS,2,1,23,480000
75003,PARIS,1,,,275000
75003,PARIS,4,,2,2295000
75003,PARIS,1,,1,265000
75003,PARIS,5,4,82,899000
75003,PARIS,2,,43,550000
75003,PARIS,4,3,76,1082000
75003,PARIS,6,4,113,1495000
75003,PARIS,2,,46,562000
75003,PARIS,3,1,68,781500
75003,PARIS,3,,125,2600000
75003,PARIS,1,,"32,5",445000
75003,PARIS,2,1,46,695000
75003,PARIS,5,3,109,1450000
75003,PARIS,5,3,"176,9",3550000
75003,PARIS,2,1,"44,65",750000
75003,PARIS,2,1,"34,68",448000
75003,PARIS,1,,20,340000
75003,PARIS,2,1,43,625000
75003,PARIS,2,2,65,877000
75003,PARIS,3,2,"69,19",825000
75003,PARIS,2,1,42,566900
75003,PARIS,4,3,119,1549000
75003,PARIS,1,,"12,52",125000
75003,PARIS,2,1,45,555000
75003,PARIS,2,1,44,525000
75003,PARIS,1,,29,393750
75003,PARIS,2,,50,880000
75003,PARIS,2,1,38,631300
75003,PARIS,1,,16,260000
75003,PARIS,2,1,"57,3",785000
75003,PARIS,6,4,152,1970000
75003,PARIS,2,1,44,670000
75003,PARIS,1,,"10,45",139000
75003,PARIS,2,1,"28,46",383000
75003,PARIS,2,,1,379900
75003,PARIS,6,,181,3100000
75003,PARIS,2,1,"44,58",590000
75003,PARIS,2,1,51,580000
75003,PARIS,4,,250,4120000
75003,PARIS,1,,6,81750
75003,PARIS,1,,"27,38",353100
75003,PARIS,1,,"25,18",475000
75003,PARIS,3,1,65,890000
75003,PARIS,6,,255,4200000
75003,PARIS,6,,255,4200000
75003,PARIS,1,,"8,01",70500
75003,PARIS,2,1,45,717500
75003,PARIS,3,2,70,960000
75003,PARIS,2,1,30,510000
75003,PARIS,2,1,30,385000
75003,PARIS,6,3,148,2550000
75003,PARIS,6,4,145,2920000
75003,PARIS,1,,17,275000
75003,PARIS,2,1,"60,21",390000
75003,PARIS,2,1,44,590000
75003,PARIS,3,2,84,1143000
75003,PARIS,2,1,34,435000
75003,PARIS,1,,"32,35",435750
75003,PARIS,1,,23,398000
75003,PARIS,2,1,23,402000
75003,PARIS,1,,30,515000
75003,PARIS,5,3,140,1920000
75003,PARIS,3,2,"94,33",1500000
75003,PARIS,3,2,67,867000
75003,PARIS,2,1,54,795000
75003,PARIS,1,,10,145000
75003,PARIS,4,2,72,1005000
75003,PARIS,1,,"33,42",400000
75003,PARIS,2,1,"36,57",550000
75003,PARIS,1,,17,188000
75003,PARIS,1,,10,135000
75003,PARIS,3,2,72,1005000
75003,PARIS,6,4,181,1940000
75003,PARIS,2,1,40,685000
75003,PARIS,2,1,34,425000
75003,PARIS,2,1,30,450000
75003,PARIS,2,1,"34,1",430000
75003,PARIS,3,2,"64,4",895275
75003,PARIS,2,1,31,420000
75003,PARIS,2,1,42,615000
75003,PARIS,2,1,26,359000
75003,PARIS,3,2,50,650000
75003,PARIS,2,1,55,775800
75003,PARIS,2,1,30,385000
75003,PARIS,1,,23,340000
75003,PARIS,2,1,45,565000
75003,PARIS,2,1,40,540000
75003,PARIS,2,1,"51,07",670000
75003,PARIS,2,1,38,625400
75004,PARIS,7,4,"286,9",3996000
75004,PARIS,5,3,95,2800000
75004,PARIS,3,1,65,890000
75004,PARIS,3,2,52,884000
75004,PARIS,5,2,116,1715000
75004,PARIS,1,,21,367500
75004,PARIS,3,2,59,1240000
75004,PARIS,4,2,86,1150000
75004,PARIS,4,3,103,1370000
75004,PARIS,1,,"32,5",499687
75004,PARIS,4,3,73,1875000
75004,PARIS,3,2,"83,33",1200000
75004,PARIS,4,2,"96,08",1595000
75004,PARIS,7,4,287,3995000
75004,PARIS,7,4,"283,7",3851000
75004,PARIS,4,3,103,547000
75004,PARIS,5,4,162,1780000
75004,PARIS,2,1,"48,05",720000
75004,PARIS,2,1,"53,03",770000
75004,PARIS,3,2,"65,73",1050000
75004,PARIS,2,1,"22,13",405000
75004,PARIS,1,,"17,63",239500
75004,PARIS,3,1,46,620000
75004,PARIS,7,3,320,4300000
75004,PARIS,3,1,"72,3",1290000
75004,PARIS,7,4,"286,9",3996000
75004,PARIS,5,3,95,2800000
75004,PARIS,3,1,65,890000
75004,PARIS,3,2,52,884000
75004,PARIS,5,2,116,1715000
75004,PARIS,1,,21,367500
75004,PARIS,3,2,59,1240000
75004,PARIS,4,2,86,1150000
75004,PARIS,4,3,103,1370000
75004,PARIS,1,,"32,5",499687
75004,PARIS,4,3,73,1875000
75004,PARIS,3,2,"83,33",1200000
75004,PARIS,4,2,"96,08",1595000
75004,PARIS,7,4,287,3995000
75004,PARIS,7,4,"283,7",3851000
75004,PARIS,4,3,103,547000
75004,PARIS,5,4,162,1780000
75004,PARIS,2,1,"48,05",720000
75004,PARIS,2,1,"53,03",770000
75004,PARIS,3,2,"65,73",1050000
75004,PARIS,2,1,"22,13",405000
75004,PARIS,1,,"17,63",239500
75004,PARIS,3,1,46,620000
75004,PARIS,7,3,320,4300000
75004,PARIS,3,1,"72,3",1290000
75004,PARIS,4,3,"94,13",1470000
75004,PARIS,3,2,"61,31",990000
75004,PARIS,4,2,90,1250000
75004,PARIS,4,3,75,1049000
75004,PARIS,2,1,46,585000
75004,PARIS,4,3,94,1470000
75004,PARIS,3,2,52,884000
75004,PARIS,4,3,"72,08",1176000
75004,PARIS,1,,"32,8",485000
75004,PARIS,5,3,123,1680000
75004,PARIS,3,2,91,1095000
75004,PARIS,3,1,56,695000
75004,PARIS,3,2,89,1250000
75004,PARIS,3,2,71,975000
75004,PARIS,4,2,102,1995000
75004,PARIS,5,4,76,990000
75004,PARIS,7,3,341,4300000
75004,PARIS,5,4,140,2575000
75004,PARIS,3,2,"60,18",960000
75004,PARIS,3,2,61,892500
75004,PARIS,4,3,131,2110000
75004,PARIS,2,1,"63,89",1390000
75004,PARIS,2,1,42,473000
75004,PARIS,2,1,"23,28",405000
75004,PARIS,3,2,78,965000
75004,PARIS,3,2,"77,1",1690000
75004,PARIS,2,1,37,740000
75004,PARIS,2,1,44,680000
75004,PARIS,3,2,"53,41",890000
75004,PARIS,2,1,40,595000
75004,PARIS,4,2,117,3235000
75004,PARIS,3,2,52,990000
75004,PARIS,3,2,108,1998000
75004,PARIS,2,1,52,999000
75004,PARIS,2,1,53,999000
75004,PARIS,2,1,"39,04",590000
75004,PARIS,3,2,94,1625000
75004,PARIS,4,3,116,1715000
75004,PARIS,2,1,"42,34",473000
75004,PARIS,4,3,"72,08",1176000
75004,PARIS,6,4,157,2205000
75004,PARIS,3,2,86,1152000
75004,PARIS,2,1,76,599000
75004,PARIS,3,2,69,1095000
75004,PARIS,1,,"47,94",660000
75004,PARIS,1,,14,234700
75004,PARIS,5,3,153,1600000
75004,PARIS,7,4,250,4250000
75004,PARIS,2,1,25,395000
75004,PARIS,2,1,"42,07",600000
75004,PARIS,3,2,"77,1",1690000
75004,PARIS,2,1,37,740000
75004,PARIS,2,1,44,680000
75004,PARIS,3,2,"53,41",890000
75004,PARIS,2,1,40,595000
75004,PARIS,4,2,117,3235000
75004,PARIS,3,2,52,990000
75004,PARIS,3,2,108,1998000
75004,PARIS,2,1,52,999000
75004,PARIS,2,1,53,999000
75004,PARIS,2,1,"39,04",590000
75004,PARIS,3,2,94,1625000
75004,PARIS,4,3,116,1715000
75004,PARIS,2,1,"42,34",473000
75004,PARIS,4,3,"72,08",1176000
75004,PARIS,6,4,157,2205000
75004,PARIS,3,2,86,1152000
75004,PARIS,2,1,76,599000
75004,PARIS,3,2,69,1095000
75004,PARIS,1,,"47,94",660000
75004,PARIS,1,,14,234700
75004,PARIS,5,3,153,1600000
75004,PARIS,7,4,250,4250000
75004,PARIS,2,1,25,395000
75004,PARIS,2,1,"42,07",600000
75004,PARIS,2,1,44,825000
75004,PARIS,1,,"25,71",440000
75004,PARIS,6,4,"115,11",1600000
75004,PARIS,2,1,"42,29",600000
75004,PARIS,3,2,98,1650000
75004,PARIS,6,5,229,1765000
75004,PARIS,2,1,44,825000
75004,PARIS,3,2,"57,25",1150000
75004,PARIS,3,1,"57,25",1150000
75004,PARIS,4,3,73,1875000
75004,PARIS,3,1,"46,62",639000
75004,PARIS,3,2,96,1495000
75004,PARIS,4,2,"96,08",1596500
75004,PARIS,4,2,200,5850000
75004,PARIS,3,2,"41,9",550000
75004,PARIS,2,1,44,650000
75004,PARIS,3,2,72,1185000
75004,PARIS,1,,"20,17",304000
75004,PARIS,3,2,77,1495000
75004,PARIS,4,3,73,1195000
75004,PARIS,3,2,69,1095000
75004,PARIS,2,1,"33,25",600000
75004,PARIS,4,3,99,1400000
75004,PARIS,3,2,77,1300000
75004,PARIS,1,,23,419000
75004,PARIS,2,1,44,825000
75004,PARIS,1,,"25,71",440000
75004,PARIS,6,4,"115,11",1600000
75004,PARIS,2,1,"42,29",600000
75004,PARIS,3,2,98,1650000
75004,PARIS,6,5,229,1765000
75004,PARIS,2,1,44,825000
75004,PARIS,3,2,"57,25",1150000
75004,PARIS,3,1,"57,25",1150000
75004,PARIS,4,3,73,1875000
75004,PARIS,3,1,"46,62",639000
75004,PARIS,3,2,96,1495000
75004,PARIS,4,2,"96,08",1596500
75004,PARIS,4,2,200,5850000
75004,PARIS,3,2,"41,9",550000
75004,PARIS,2,1,44,650000
75004,PARIS,3,2,72,1185000
75004,PARIS,1,,"20,17",304000
75004,PARIS,3,2,77,1495000
75004,PARIS,4,3,73,1195000
75004,PARIS,3,2,69,1095000
75004,PARIS,2,1,"33,25",600000
75004,PARIS,4,3,99,1400000
75004,PARIS,3,2,77,1300000
75004,PARIS,1,,23,419000
75004,PARIS,4,3,73,1195000
75004,PARIS,3,2,69,1095000
75004,PARIS,2,1,"33,25",600000
75004,PARIS,4,3,99,1400000
75004,PARIS,3,2,77,1300000
75004,PARIS,1,,23,419000
75004,PARIS,2,1,47,620000
75004,PARIS,4,2,66,1315000
75004,PARIS,4,2,"133,2",2800000
75004,PARIS,2,1,53,997500
75004,PARIS,2,1,56,745000
75004,PARIS,3,1,105,1495000
75004,PARIS,5,3,"119,39",2050000
75004,PARIS,2,1,79,1380000
75004,PARIS,4,2,187,3750000
75004,PARIS,1,,"32,31",580000
75004,PARIS,2,1,"35,61",567000
75004,PARIS,2,1,"53,89",820000
75004,PARIS,4,2,96,1449000
75004,PARIS,3,2,73,660000
75004,PARIS,3,1,75,1290000
75004,PARIS,2,1,26,445000
75004,PARIS,4,2,200,5850000
75004,PARIS,1,,20,350000
75004,PARIS,2,1,"25,77",420000
75004,PARIS,6,3,205,3900000
75004,PARIS,1,,"32,31",580000
75004,PARIS,2,1,"35,61",567000
75004,PARIS,2,1,"37,91",525000
75004,PARIS,3,2,"65,73",1050000
75004,PARIS,1,,21,367500
75004,PARIS,2,1,38,450000
75004,PARIS,2,2,34,409000
75004,PARIS,2,1,51,680000
75004,PARIS,4,2,100,1250000
75004,PARIS,7,5,"250,22",4250000
75004,PARIS,1,,15,375000
75004,PARIS,5,3,158,3950000
75004,PARIS,1,,"30,56",450000
75004,PARIS,3,2,"61,31",990000
75004,PARIS,3,2,"100,76",1690000
75004,PARIS,2,1,44,815000
75004,PARIS,2,1,"93,3",1420000
75004,PARIS,4,2,130,3150000
75004,PARIS,4,3,116,1595000
75004,PARIS,5,3,228,3235000
75004,PARIS,4,3,100,1595000
75004,PARIS,5,3,120,1650000
75004,PARIS,1,,18,315000
75004,PARIS,1,,"23,61",365000
75004,PARIS,3,2,69,1050000
75004,PARIS,2,1,41,595000
75004,PARIS,1,,"25,71",440000
75004,PARIS,3,2,68,1050000
75004,PARIS,3,2,65,950000
75004,PARIS,2,1,40,790000
75004,PARIS,2,1,"34,47",665000
75004,PARIS,3,2,"53,62",1010000
75004,PARIS,4,2,104,1560000
75004,PARIS,3,1,93,1420000
75004,PARIS,4,2,"128,19",2330000
75004,PARIS,6,4,"115,11",1600000
75004,PARIS,2,1,35,477000
75004,PARIS,5,3,90,1250000
75004,PARIS,4,2,100,1590000
75004,PARIS,4,3,"135,32",1459900
75004,PARIS,2,1,"59,73",895000
75004,PARIS,1,,"20,8",399000
75004,PARIS,1,,"27,03",400500
75004,PARIS,5,4,115,1290000
75004,PARIS,2,1,"45,58",749000
75004,PARIS,2,1,"58,3",600000
75004,PARIS,2,1,46,585000
75004,PARIS,2,1,40,579000
75004,PARIS,3,2,"65,73",1050000
75004,PARIS,5,4,120,1650000
75004,PARIS,1,,"13,01",222000
75004,PARIS,3,2,74,1370000
75004,PARIS,4,2,"133,2",2800000
75004,PARIS,1,,30,600000
75004,PARIS,1,,17,275000
75004,PARIS,1,,27,368000
75004,PARIS,4,3,"104,05",1130000
75004,PARIS,7,4,"186,46",2800000
75004,PARIS,4,2,72,1085000
75004,PARIS,2,1,73,1470000
75004,PARIS,3,2,77,1575000
75004,PARIS,3,2,71,975000
75004,PARIS,1,,"13,84",235000
75004,PARIS,6,4,"256,51",310
75004,PARIS,1,,33,550000
75004,PARIS,3,2,89,3275000
75004,PARIS,4,3,115,1715000
75004,PARIS,1,,33,355000
75004,PARIS,4,2,77,1300000
75004,PARIS,4,3,"100,75",1495000
75004,PARIS,2,1,50,770000
75004,PARIS,2,1,49,950000
75004,PARIS,2,1,38,635000
75004,PARIS,4,2,"106,56",3290000
75004,PARIS,4,2,"106,56",3290000
75004,PARIS,3,2,"60,6",892500
75004,PARIS,4,3,"100,75",1495000
75004,PARIS,2,1,50,770000
75004,PARIS,2,1,22,338000
75004,PARIS,4,2,68,1050000
75004,PARIS,5,4,"125,36",1155000
75004,PARIS,4,2,100,1250000
75004,PARIS,3,2,"60,2",849000
75004,PARIS,2,1,62,735000
75004,PARIS,6,4,186,2800000
75004,PARIS,2,1,105,1495000
75004,PARIS,2,1,55,756500
75004,PARIS,5,4,150,1637500
75004,PARIS,4,3,"94,13",1470000
75004,PARIS,3,2,57,850000
75004,PARIS,3,2,"65,38",980000
75004,PARIS,6,4,140,2500000
75004,PARIS,2,1,"53,19",749000
75004,PARIS,3,2,75,1050000
75004,PARIS,3,2,84,1030000
75004,PARIS,4,3,116,1715000
75004,PARIS,4,2,96,1449000
75004,PARIS,1,,30,440000
75004,PARIS,1,,31,495000
75004,PARIS,4,2,"106,56",3290000
75004,PARIS,3,2,"60,6",892500
75004,PARIS,4,3,"100,75",1495000
75004,PARIS,2,1,50,770000
75004,PARIS,2,1,22,338000
75004,PARIS,4,2,68,1050000
75004,PARIS,5,4,"125,36",1155000
75004,PARIS,4,2,100,1250000
75004,PARIS,3,2,"60,2",849000
75004,PARIS,2,1,62,735000
75004,PARIS,6,4,186,2800000
75004,PARIS,2,1,105,1495000
75004,PARIS,2,1,55,756500
75004,PARIS,5,4,150,1637500
75004,PARIS,4,3,"94,13",1470000
75004,PARIS,3,2,57,850000
75004,PARIS,3,2,"65,38",980000
75004,PARIS,6,4,140,2500000
75004,PARIS,2,1,"53,19",749000
75004,PARIS,3,2,75,1050000
75004,PARIS,3,2,84,1030000
75004,PARIS,4,3,116,1715000
75004,PARIS,4,2,96,1449000
75004,PARIS,1,,30,440000
75004,PARIS,1,,31,495000
75004,PARIS,4,2,"96,64",1395000
75004,PARIS,4,2,106,1370000
75004,PARIS,2,1,63,995000
75004,PARIS,4,2,100,1250000
75004,PARIS,1,,33,550000
75004,PARIS,3,1,93,1420000
75004,PARIS,3,1,"64,68",800000
75004,PARIS,2,1,48,620000
75004,PARIS,2,1,30,379000
75004,PARIS,1,,25,420000
75004,PARIS,3,2,"62,3",995000
75004,PARIS,2,1,60,990000
75004,PARIS,5,3,"143,23",3950000
75004,PARIS,2,1,"32,29",515000
75004,PARIS,2,,1,695000
75004,PARIS,1,,,315000
75004,PARIS,1,,,315000
75004,PARIS,2,,1,700000
75004,PARIS,3,,2,1575000
75004,PARIS,2,,1,1250000
75004,PARIS,3,,,1090000
75004,PARIS,5,,3,1700000
75004,PARIS,1,,,86900
75004,PARIS,2,,1,770000
75004,PARIS,2,1,40,900000
75004,PARIS,3,2,62,751000
75004,PARIS,4,3,"138,54",1795000
75004,PARIS,2,,36,500000
75004,PARIS,3,2,61,990000
75004,PARIS,2,1,51,680000
75004,PARIS,2,1,37,465000
75004,PARIS,2,1,"31,31",545000
75004,PARIS,4,2,80,945000
75004,PARIS,1,,9,86900
75004,PARIS,5,4,160,1780000
75004,PARIS,2,1,"33,25",599000
75004,PARIS,3,1,"61,1",945000
75004,PARIS,5,4,150,1700000
75004,PARIS,2,1,35,635000
75004,PARIS,2,1,66,1750000
75004,PARIS,2,1,44,825000
75004,PARIS,2,1,"48,88",766500
75004,PARIS,1,,22,395000
75004,PARIS,2,1,49,710000
75004,PARIS,2,1,"40,1",595000
75004,PARIS,5,3,73,990000
75004,PARIS,2,2,31,416000
75004,PARIS,3,2,"57,27",850500
75004,PARIS,3,2,70,1485000
75004,PARIS,1,,30,495000
75004,PARIS,3,2,62,751000
75004,PARIS,4,3,"138,54",1795000
75004,PARIS,2,,36,500000
75004,PARIS,3,2,61,990000
75004,PARIS,2,1,51,680000
75004,PARIS,2,1,37,465000
75004,PARIS,2,1,"31,31",545000
75004,PARIS,4,2,80,945000
75004,PARIS,1,,9,86900
75004,PARIS,5,4,160,1780000
75004,PARIS,2,1,"33,25",599000
75004,PARIS,3,1,"61,1",945000
75004,PARIS,5,4,150,1700000
75004,PARIS,2,1,35,635000
75004,PARIS,2,1,66,1750000
75004,PARIS,2,1,44,825000
75004,PARIS,2,1,"48,88",766500
75004,PARIS,1,,22,395000
75004,PARIS,2,1,49,710000
75004,PARIS,2,1,"40,1",595000
75004,PARIS,5,3,73,990000
75004,PARIS,2,2,31,416000
75004,PARIS,3,2,"57,27",850500
75004,PARIS,3,2,70,1485000
75004,PARIS,1,,30,495000
75004,PARIS,4,2,"96,08",1596500
75004,PARIS,5,4,162,1870000
75004,PARIS,4,3,"128,4",2465000
75004,PARIS,2,1,39,590000
